external_question_id,specialty_raw,normalized_specialty_slug,normalized_specialty_title,topic_raw,normalized_topic_label,normalized_topic_slug,mapped_specialty_slug,mapped_curriculum_node_slug,canonical_topic_node_id,mapping_confidence,needs_review,review_reason,suggested_action,mapping_method,review_override_reason,review_group_key,row_number
OBQ14-190,Trauma,trauma,Trauma,Femoral Shaft Fractures,Femoral Shaft Fractures,femoral-shaft-fractures,trauma,trauma-femoral-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-shaft-fractures::accepted,2734
OBQ14-191,Recon,recon,Recon,THA Periprosthetic Fracture,THA Periprosthetic Fracture,tha-periprosthetic-fracture,recon,recon-tha-periprosthetic-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-periprosthetic-fracture::accepted,2735
OBQ14-192,Basic Science,basic-science,Basic Science,Immunology,Immunology,immunology,basic-science,basic-science-immunology,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::immunology::accepted,2736
OBQ14-194,Spine,spine,Spine,Lumbar Spinal Stenosis,Lumbar Spinal Stenosis,lumbar-spinal-stenosis,spine,spine-lumbar-spinal-stenosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::lumbar-spinal-stenosis::accepted,2737
OBQ14-195,Pediatrics,pediatrics,Pediatrics,Developmental Dysplasia the Hip (DDH),Developmental Dysplasia the Hip (DDH),developmental-dysplasia-the-hip-ddh,pediatrics,pediatrics-developmental-dysplasia-the-hip-ddh,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::developmental-dysplasia-the-hip-ddh::accepted,2738
OBQ14-196,Trauma,trauma,Trauma,Gun Shot Wounds,Gun Shot Wounds,gun-shot-wounds,trauma,trauma-gun-shot-wounds,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::gun-shot-wounds::accepted,2739
OBQ14-197,Recon,recon,Recon,THA Aseptic Loosening,THA Aseptic Loosening,tha-aseptic-loosening,recon,recon-tha-aseptic-loosening,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-aseptic-loosening::accepted,2740
OBQ14-198,Basic Science,basic-science,Basic Science,Articular Cartilage,Articular Cartilage,articular-cartilage,basic-science,basic-science-articular-cartilage,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::articular-cartilage::accepted,2741
OBQ14-199,Spine,spine,Spine,Cervical Myelopathy,Cervical Myelopathy,cervical-myelopathy,spine,spine-cervical-myelopathy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::cervical-myelopathy::accepted,2742
OBQ14-2,Trauma,trauma,Trauma,Tibial Shaft Fractures,Tibial Shaft Fractures,tibial-shaft-fractures,trauma,trauma-tibial-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-shaft-fractures::accepted,2743
OBQ14-20,Recon,recon,Recon,TKA Instability,TKA Instability,tka-instability,recon,recon-tka-instability,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-instability::accepted,2744
OBQ14-200,Foot & Ankle,foot-ankle,Foot & Ankle,Achilles Tendon Rupture,Achilles Tendon Rupture,achilles-tendon-rupture,foot-ankle,foot-ankle-achilles-tendon-rupture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::achilles-tendon-rupture::accepted,2745
OBQ14-201,Knee & Sports,knee-sports,Knee & Sports,ACL Tear,ACL Tear,acl-tear,knee-sports,knee-sports-acl-tear,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::acl-tear::accepted,2746
OBQ14-202,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Brachial Neuritis (Parsonage-Turner Syndrome),Brachial Neuritis (Parsonage - Turner Syndrome),brachial-neuritis-parsonage-turner-syndrome,shoulder-elbow,shoulder-elbow-brachial-neuritis-parsonage-turner-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::brachial-neuritis-parsonage-turner-syndrome::accepted,2747
OBQ14-203,Basic Science,basic-science,Basic Science,Material Properties,Material Properties,material-properties,basic-science,basic-science-material-properties,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::material-properties::accepted,2748
OBQ14-204,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Total Elbow Arthroplasty,Total Elbow Arthroplasty,total-elbow-arthroplasty,shoulder-elbow,shoulder-elbow-total-elbow-arthroplasty,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::total-elbow-arthroplasty::accepted,2749
OBQ14-205,Spine,spine,Spine,Discogenic Back Pain,Discogenic Back Pain,discogenic-back-pain,spine,spine-discogenic-back-pain,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::discogenic-back-pain::accepted,2750
OBQ14-206.1,Recon,recon,Recon,TKA Patellar Prosthesis Loosening,TKA Patellar Prosthesis Loosening,tka-patellar-prosthesis-loosening,recon,recon-tka-patellar-prosthesis-loosening,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-patellar-prosthesis-loosening::accepted,2751
OBQ14-207,Basic Science,basic-science,Basic Science,Collagen,Collagen,collagen,basic-science,basic-science-collagen,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::collagen::accepted,2752
OBQ14-208,Trauma,trauma,Trauma,Proximal Third Tibia Fracture,Proximal Third Tibia Fracture,proximal-third-tibia-fracture,trauma,trauma-proximal-third-tibia-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::proximal-third-tibia-fracture::accepted,2753
OBQ14-209,Pediatrics,pediatrics,Pediatrics,Slipped Capital Femoral Epiphysis (SCFE),Slipped Capital Femoral Epiphysis (SCFE),slipped-capital-femoral-epiphysis-scfe,pediatrics,pediatrics-slipped-capital-femoral-epiphysis-scfe,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::slipped-capital-femoral-epiphysis-scfe::accepted,2754
OBQ14-21,Pediatrics,pediatrics,Pediatrics,Achondroplasia,Achondroplasia,achondroplasia,pediatrics,pediatrics-achondroplasia,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::achondroplasia::accepted,2755
OBQ14-210,Pediatrics,pediatrics,Pediatrics,Slipped Capital Femoral Epiphysis (SCFE),Slipped Capital Femoral Epiphysis (SCFE),slipped-capital-femoral-epiphysis-scfe,pediatrics,pediatrics-slipped-capital-femoral-epiphysis-scfe,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::slipped-capital-femoral-epiphysis-scfe::accepted,2756
OBQ14-211,Foot & Ankle,foot-ankle,Foot & Ankle,Hallux Rigidus (MTP joint arthritis),Hallux Rigidus (MTP joint arthritis),hallux-rigidus-mtp-joint-arthritis,foot-ankle,foot-ankle-hallux-rigidus-mtp-joint-arthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::hallux-rigidus-mtp-joint-arthritis::accepted,2757
OBQ14-212,Trauma,trauma,Trauma,Distal Radius Fractures,Distal Radius Fractures,distal-radius-fractures,trauma,trauma-distal-radius-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-radius-fractures::accepted,2758
OBQ14-213,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,"Glenohumeral Joint Anatomy, Stabilizer, and Biomechanics","Glenohumeral Joint Anatomy, Stabilizer, and Biomechanics",glenohumeral-joint-anatomy-stabilizer-and-biomechanics,shoulder-elbow,shoulder-elbow-glenohumeral-joint-anatomy-stabilizer-and-biomechanics,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::glenohumeral-joint-anatomy-stabilizer-and-biomechanics::accepted,2759
OBQ14-214,Spine,spine,Spine,Adult Pyogenic Vertebral Osteomyelitis,Adult Pyogenic Vertebral Osteomyelitis,adult-pyogenic-vertebral-osteomyelitis,spine,spine-adult-pyogenic-vertebral-osteomyelitis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::adult-pyogenic-vertebral-osteomyelitis::accepted,2760
OBQ14-215,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Reverse Shoulder Arthroplasty,Reverse Shoulder Arthroplasty,reverse-shoulder-arthroplasty,shoulder-elbow,shoulder-elbow-reverse-shoulder-arthroplasty,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::reverse-shoulder-arthroplasty::accepted,2761
OBQ14-216,Trauma,trauma,Trauma,Ankle Fractures,Ankle Fractures,ankle-fractures,trauma,trauma-ankle-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::ankle-fractures::accepted,2762
OBQ14-217,Pathology,pathology,Pathology,Osteochondroma & Multiple Hereditary Exostosis,Osteochondroma & Multiple Hereditary Exostosis,osteochondroma-and-multiple-hereditary-exostosis,pathology,pathology-osteochondroma-and-multiple-hereditary-exostosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::osteochondroma-and-multiple-hereditary-exostosis::accepted,2763
OBQ14-218,Trauma,trauma,Trauma,Tibial Shaft Fractures,Tibial Shaft Fractures,tibial-shaft-fractures,trauma,trauma-tibial-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-shaft-fractures::accepted,2764
OBQ14-219,Pediatrics,pediatrics,Pediatrics,Adolescent Blount's Disease,Adolescent Blount's Disease,adolescent-blount-s-disease,pediatrics,pediatrics-adolescent-blount-s-disease,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::adolescent-blount-s-disease::accepted,2765
OBQ14-22,Basic Science,basic-science,Basic Science,Articular Cartilage,Articular Cartilage,articular-cartilage,basic-science,basic-science-articular-cartilage,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::articular-cartilage::accepted,2766
OBQ14-220,Spine,spine,Spine,Thoracolumbar Fracture- Dislocation,Thoracolumbar Fracture - Dislocation,thoracolumbar-fracture-dislocation,spine,spine-thoracolumbar-fracture-dislocation,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::thoracolumbar-fracture-dislocation::accepted,2767
OBQ14-221,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Posterior Shoulder Instability & Dislocation,Posterior Shoulder Instability & Dislocation,posterior-shoulder-instability-and-dislocation,shoulder-elbow,shoulder-elbow-posterior-shoulder-instability-and-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::posterior-shoulder-instability-and-dislocation::accepted,2768
OBQ14-222,Foot & Ankle,foot-ankle,Foot & Ankle,Diabetic Foot Ulcers,Diabetic Foot Ulcers,diabetic-foot-ulcers,foot-ankle,foot-ankle-diabetic-foot-ulcers,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::diabetic-foot-ulcers::accepted,2769
OBQ14-223.1,Pediatrics,pediatrics,Pediatrics,External Tibial Torsion,External Tibial Torsion,external-tibial-torsion,pediatrics,pediatrics-external-tibial-torsion,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::external-tibial-torsion::accepted,2770
OBQ14-224,Trauma,trauma,Trauma,Gun Shot Wounds,Gun Shot Wounds,gun-shot-wounds,trauma,trauma-gun-shot-wounds,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::gun-shot-wounds::accepted,2771
OBQ14-225,Spine,spine,Spine,Lumbar Disc Herniation,Lumbar Disc Herniation,lumbar-disc-herniation,spine,spine-lumbar-disc-herniation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::lumbar-disc-herniation::accepted,2772
OBQ14-226,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,2773
OBQ14-227,Pediatrics,pediatrics,Pediatrics,Marfan Syndrome,Marfan Syndrome,marfan-syndrome,pediatrics,pediatrics-marfan-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::marfan-syndrome::accepted,2774
OBQ14-228,Hand,hand,Hand,Dupuytren's Disease,Dupuytren's Disease,dupuytren-s-disease,hand,hand-dupuytren-s-disease,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::dupuytren-s-disease::accepted,2775
OBQ14-229,Pediatrics,pediatrics,Pediatrics,Osteogenesis Imperfecta,Osteogenesis Imperfecta,osteogenesis-imperfecta,pediatrics,pediatrics-osteogenesis-imperfecta,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::osteogenesis-imperfecta::accepted,2776
OBQ14-23,Knee & Sports,knee-sports,Knee & Sports,Discoid Meniscus,Discoid Meniscus,discoid-meniscus,knee-sports,knee-sports-discoid-meniscus,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::discoid-meniscus::accepted,2777
OBQ14-230,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,2778
OBQ14-231,Knee & Sports,knee-sports,Knee & Sports,Hamstring Injuries,Hamstring Injuries,hamstring-injuries,knee-sports,knee-sports-hamstring-injuries,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::hamstring-injuries::accepted,2779
OBQ14-232,Foot & Ankle,foot-ankle,Foot & Ankle,Ankle Arthritis,Ankle Arthritis,ankle-arthritis,foot-ankle,foot-ankle-ankle-arthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::ankle-arthritis::accepted,2780
OBQ14-233,Spine,spine,Spine,Osteoporotic Vertebral Compression Fracture,Osteoporotic Vertebral Compression Fracture,osteoporotic-vertebral-compression-fracture,spine,spine-osteoporotic-vertebral-compression-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::osteoporotic-vertebral-compression-fracture::accepted,2781
OBQ14-234,Trauma,trauma,Trauma,Radial Head Fractures,Radial Head Fractures,radial-head-fractures,trauma,trauma-radial-head-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::radial-head-fractures::accepted,2782
OBQ14-235,Trauma,trauma,Trauma,Tibial Shaft Fractures,Tibial Shaft Fractures,tibial-shaft-fractures,trauma,trauma-tibial-shaft-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-shaft-fractures::accepted,2783
OBQ14-236.1,Spine,spine,Spine,Osteoporotic Vertebral Compression Fracture,Osteoporotic Vertebral Compression Fracture,osteoporotic-vertebral-compression-fracture,spine,spine-osteoporotic-vertebral-compression-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::osteoporotic-vertebral-compression-fracture::accepted,2784
OBQ14-237.1,Spine,spine,Spine,Intervertebral Disc,Intervertebral Disc,intervertebral-disc,spine,spine-intervertebral-disc,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::intervertebral-disc::accepted,2785
OBQ14-238,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,2786
OBQ14-239,Pediatrics,pediatrics,Pediatrics,Developmental Dysplasia the Hip (DDH),Developmental Dysplasia the Hip (DDH),developmental-dysplasia-the-hip-ddh,pediatrics,pediatrics-developmental-dysplasia-the-hip-ddh,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::developmental-dysplasia-the-hip-ddh::accepted,2787
OBQ14-24,Hand,hand,Hand,Peripheral Nerve Injury & Repair,Peripheral Nerve Injury & Repair,peripheral-nerve-injury-and-repair,hand,hand-peripheral-nerve-injury-and-repair,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::peripheral-nerve-injury-and-repair::accepted,2788
OBQ14-240,Trauma,trauma,Trauma,Knee Dislocation,Knee Dislocation,knee-dislocation,trauma,trauma-knee-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::knee-dislocation::accepted,2789
OBQ14-241,Pathology,pathology,Pathology,Metastatic Disease Extremity,Metastatic Disease Extremity,metastatic-disease-extremity,pathology,pathology-metastatic-disease-extremity,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::metastatic-disease-extremity::accepted,2790
OBQ14-242,Trauma,trauma,Trauma,Distal Humerus Fractures,Distal Humerus Fractures,distal-humerus-fractures,trauma,trauma-distal-humerus-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-humerus-fractures::accepted,2791
OBQ14-243,Spine,spine,Spine,Lumbar Disc Herniation,Lumbar Disc Herniation,lumbar-disc-herniation,spine,spine-lumbar-disc-herniation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::lumbar-disc-herniation::accepted,2792
OBQ14-244,Foot & Ankle,foot-ankle,Foot & Ankle,5th Metatarsal Base Fracture,5th Metatarsal Base Fracture,5th-metatarsal-base-fracture,foot-ankle,foot-ankle-5th-metatarsal-base-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::5th-metatarsal-base-fracture::accepted,2793
OBQ14-245,Foot & Ankle,foot-ankle,Foot & Ankle,Achilles Tendonitis,Achilles Tendonitis,achilles-tendonitis,foot-ankle,foot-ankle-achilles-tendonitis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::achilles-tendonitis::accepted,2794
OBQ14-246,Hand,hand,Hand,Seymour Fracture,Seymour Fracture,seymour-fracture,hand,hand-seymour-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::seymour-fracture::accepted,2795
OBQ14-248,Recon,recon,Recon,TKA Extensor Mechanism Rupture,TKA Extensor Mechanism Rupture,tka-extensor-mechanism-rupture,recon,recon-tka-extensor-mechanism-rupture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-extensor-mechanism-rupture::accepted,2796
OBQ14-249,Spine,spine,Spine,Adult Spinal Deformity,Adult Spinal Deformity,adult-spinal-deformity,spine,spine-adult-spinal-deformity,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::adult-spinal-deformity::accepted,2797
OBQ14-25,Pathology,pathology,Pathology,Unicameral Bone Cyst,Unicameral Bone Cyst,unicameral-bone-cyst,pathology,pathology-unicameral-bone-cyst,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::unicameral-bone-cyst::accepted,2798
OBQ14-250,Trauma,trauma,Trauma,Tibial Plafond Fractures,Tibial Plafond Fractures,tibial-plafond-fractures,trauma,trauma-tibial-plafond-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::tibial-plafond-fractures::accepted,2799
OBQ14-251,Foot & Ankle,foot-ankle,Foot & Ankle,Posterior Tibial Tendon Insufficiency (PTTI),Posterior Tibial Tendon Insufficiency (PTTI),posterior-tibial-tendon-insufficiency-ptti,foot-ankle,foot-ankle-posterior-tibial-tendon-insufficiency-ptti,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::posterior-tibial-tendon-insufficiency-ptti::accepted,2800
OBQ14-252,Pediatrics,pediatrics,Pediatrics,Tarsal Coalition,Tarsal Coalition,tarsal-coalition,pediatrics,pediatrics-tarsal-coalition,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::tarsal-coalition::accepted,2801
OBQ14-253.1,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Total Elbow Arthroplasty,Total Elbow Arthroplasty,total-elbow-arthroplasty,shoulder-elbow,shoulder-elbow-total-elbow-arthroplasty,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::total-elbow-arthroplasty::accepted,2802
OBQ14-254,Pediatrics,pediatrics,Pediatrics,Osteomyelitis - Pediatric,Osteomyelitis - Pediatric,osteomyelitis-pediatric,pediatrics,pediatrics-osteomyelitis-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::osteomyelitis-pediatric::accepted,2803
OBQ14-255,Recon,recon,Recon,Unicompartmental Knee Replacement,Unicompartmental Knee Replacement,unicompartmental-knee-replacement,recon,recon-unicompartmental-knee-replacement,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::unicompartmental-knee-replacement::accepted,2804
OBQ14-256,Hand,hand,Hand,Carpal Tunnel Syndrome,Carpal Tunnel Syndrome,carpal-tunnel-syndrome,hand,hand-carpal-tunnel-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::carpal-tunnel-syndrome::accepted,2805
OBQ14-257,Pathology,pathology,Pathology,Soft Tissue Sarcoma,Soft Tissue Sarcoma,soft-tissue-sarcoma,pathology,pathology-soft-tissue-sarcoma,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::soft-tissue-sarcoma::accepted,2806
OBQ14-258,Recon,recon,Recon,THA Prosthesis Design,THA Prosthesis Design,tha-prosthesis-design,recon,recon-tha-prosthesis-design,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-prosthesis-design::accepted,2807
OBQ14-259,Trauma,trauma,Trauma,Distal Humerus Fractures,Distal Humerus Fractures,distal-humerus-fractures,trauma,trauma-distal-humerus-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-humerus-fractures::accepted,2808
OBQ14-26,Approaches,shoulder-elbow,Shoulder & Elbow,Posterior to Shoulder,Posterior to Shoulder,posterior-to-shoulder,shoulder-elbow,shoulder-elbow-posterior-to-shoulder,,0.910,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::posterior-to-shoulder::accepted,2809
OBQ14-261,Trauma,trauma,Trauma,Gun Shot Wounds,Gun Shot Wounds,gun-shot-wounds,trauma,trauma-gun-shot-wounds,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::gun-shot-wounds::accepted,2810
OBQ14-262,Pathology,pathology,Pathology,Chondroblastoma,Chondroblastoma,chondroblastoma,pathology,pathology-chondroblastoma,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::chondroblastoma::accepted,2811
OBQ14-263,Hand,hand,Hand,Phalanx Dislocations,Phalanx Dislocations,phalanx-dislocations,hand,hand-phalanx-dislocations,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::phalanx-dislocations::accepted,2812
OBQ14-264.1,Recon,recon,Recon,Hip Osteonecrosis,Hip Osteonecrosis,hip-osteonecrosis,recon,recon-hip-osteonecrosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::hip-osteonecrosis::accepted,2813
OBQ14-265,Pediatrics,pediatrics,Pediatrics,Hip Septic Arthritis - Pediatric,Hip Septic Arthritis - Pediatric,hip-septic-arthritis-pediatric,pediatrics,pediatrics-hip-septic-arthritis-pediatric,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::hip-septic-arthritis-pediatric::accepted,2814
OBQ14-266,Pathology,pathology,Pathology,Giant Cell Tumor,Giant Cell Tumor,giant-cell-tumor,pathology,pathology-giant-cell-tumor,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::giant-cell-tumor::accepted,2815
OBQ14-267,Hand,hand,Hand,Felon,Felon,felon,hand,hand-felon,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::felon::accepted,2816
OBQ14-268,Foot & Ankle,foot-ankle,Foot & Ankle,Ankle Sprain,Ankle Sprain,ankle-sprain,foot-ankle,foot-ankle-ankle-sprain,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::foot-ankle::ankle-sprain::accepted,2817
OBQ14-269,Trauma,trauma,Trauma,Gun Shot Wounds,Gun Shot Wounds,gun-shot-wounds,trauma,trauma-gun-shot-wounds,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::gun-shot-wounds::accepted,2818
OBQ14-27,Spine,spine,Spine,Cervical Myelopathy,Cervical Myelopathy,cervical-myelopathy,spine,spine-cervical-myelopathy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::spine::cervical-myelopathy::accepted,2819
OBQ14-270,Pathology,pathology,Pathology,Giant Cell Tumor,Giant Cell Tumor,giant-cell-tumor,pathology,pathology-giant-cell-tumor,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::giant-cell-tumor::accepted,2820
OBQ14-271,Hand,hand,Hand,Flexor Pulley System,Flexor Pulley System,flexor-pulley-system,hand,hand-flexor-pulley-system,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::flexor-pulley-system::accepted,2821
OBQ14-272,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Posterior Shoulder Instability & Dislocation,Posterior Shoulder Instability & Dislocation,posterior-shoulder-instability-and-dislocation,shoulder-elbow,shoulder-elbow-posterior-shoulder-instability-and-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::posterior-shoulder-instability-and-dislocation::accepted,2822
OBQ14-273,Pathology,pathology,Pathology,Unicameral Bone Cyst,Unicameral Bone Cyst,unicameral-bone-cyst,pathology,pathology-unicameral-bone-cyst,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::unicameral-bone-cyst::accepted,2823
OBQ14-274,Basic Science,basic-science,Basic Science,Osteopenia & Osteoporosis,Osteopenia & Osteoporosis,osteopenia-and-osteoporosis,basic-science,basic-science-osteopenia-and-osteoporosis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::osteopenia-and-osteoporosis::accepted,2824
OBQ14-275,Recon,recon,Recon,TKA Sagittal Plane Balancing,TKA Sagittal Plane Balancing,tka-sagittal-plane-balancing,recon,recon-tka-sagittal-plane-balancing,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-sagittal-plane-balancing::accepted,2825
OBQ14-28,Hand,hand,Hand,Fingertip Amputations & Finger Flaps,Fingertip Amputations & Finger Flaps,fingertip-amputations-and-finger-flaps,hand,hand-fingertip-amputations-and-finger-flaps,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::fingertip-amputations-and-finger-flaps::accepted,2826
OBQ14-29,Pediatrics,pediatrics,Pediatrics,Lyme Disease,Lyme Disease,lyme-disease,pediatrics,pediatrics-lyme-disease,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pediatrics::lyme-disease::accepted,2827
